Application mode,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Class
12.0,0.0,0.0,1.0,0.0,0.0,35.0,7.0,11.0,5.0,13.34,7.0,9.0,5.0,10.84,1
12.0,0.0,0.0,1.0,0.0,0.0,27.0,8.0,12.0,7.0,12.457142857142856,8.0,12.0,7.0,12.457142857142856,1
8.0,1.0,0.0,0.0,0.0,0.0,19.0,6.0,12.0,3.0,11.0,6.0,12.0,3.0,12.0,0
12.0,0.0,0.0,1.0,0.0,1.0,31.0,5.0,13.0,4.0,10.5,5.0,10.0,4.0,10.5,1
1.0,1.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
14.0,1.0,0.0,1.0,1.0,0.0,22.0,13.0,13.0,13.0,14.0,12.0,13.0,12.0,13.0,2
14.0,0.0,0.0,1.0,0.0,0.0,39.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
8.0,1.0,0.0,0.0,1.0,0.0,22.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0
12.0,0.0,0.0,1.0,1.0,0.0,47.0,5.0,8.0,4.0,10.0,5.0,8.0,4.0,12.5,1
8.0,1.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
5.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,6.0,6.0,13.5,6.0,6.0,6.0,14.333333333333334,2
8.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,1.0,21.0,17.0,18.0,17.0,13.38888888888889,17.0,18.0,17.0,14.88888888888889,2
4.0,1.0,0.0,0.0,0.0,0.0,39.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
8.0,1.0,0.0,1.0,1.0,0.0,19.0,12.0,12.0,12.0,13.583333333333334,11.0,12.0,11.0,13.583333333333334,2
1.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12.0,1.0,1.0,0.0,1.0,0.0,24.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0
12.0,1.0,0.0,1.0,1.0,0.0,27.0,5.0,9.0,1.0,10.0,5.0,5.0,0.0,0.0,0
12.0,0.0,0.0,1.0,1.0,0.0,29.0,5.0,5.0,5.0,15.2,5.0,5.0,5.0,15.2,2
8.0,1.0,0.0,1.0,1.0,0.0,20.0,6.0,12.0,4.0,12.8,6.0,17.0,0.0,0.0,0
1.0,0.0,0.0,1.0,1.0,0.0,21.0,5.0,7.0,5.0,11.166666666666666,5.0,5.0,4.0,11.0,0
1.0,1.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,1.0,1.0,0.0,19.0,8.0,9.0,7.0,12.828571428571427,8.0,9.0,7.0,12.828571428571427,2
8.0,0.0,1.0,0.0,1.0,0.0,19.0,6.0,6.0,6.0,12.5,6.0,10.0,4.0,12.6,0
12.0,0.0,0.0,1.0,1.0,1.0,28.0,5.0,12.0,3.0,10.0,5.0,10.0,3.0,12.4,2
6.0,1.0,0.0,0.0,0.0,0.0,21.0,6.0,6.0,6.0,11.5,6.0,10.0,4.0,13.25,2
5.0,1.0,1.0,0.0,0.0,0.0,23.0,8.0,11.0,7.0,11.328571428571427,8.0,11.0,7.0,11.328571428571427,0
12.0,0.0,0.0,1.0,0.0,0.0,39.0,6.0,15.0,2.0,13.0,6.0,13.0,3.0,13.0,1
8.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,7.0,6.0,13.033333333333331,7.0,7.0,6.0,13.033333333333331,2
6.0,0.0,0.0,1.0,0.0,0.0,59.0,6.0,8.0,6.0,12.166666666666666,6.0,7.0,4.0,11.75,2
4.0,0.0,1.0,1.0,1.0,0.0,30.0,5.0,6.0,4.0,14.5,5.0,10.0,3.0,16.2,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,7.0,5.0,14.4,5.0,5.0,5.0,13.6,2
15.0,0.0,0.0,1.0,0.0,0.0,41.0,6.0,10.0,4.0,12.25,7.0,9.0,6.0,12.5,1
12.0,1.0,0.0,1.0,0.0,0.0,27.0,7.0,14.0,0.0,0.0,7.0,14.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,6.0,6.0,12.666666666666666,6.0,6.0,6.0,12.0,2
9.0,1.0,1.0,0.0,0.0,0.0,20.0,6.0,14.0,2.0,12.0,6.0,14.0,3.0,11.666666666666666,0
12.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0
8.0,1.0,0.0,1.0,0.0,0.0,19.0,5.0,5.0,3.0,11.666666666666666,5.0,10.0,4.0,10.8,0
12.0,0.0,0.0,1.0,0.0,0.0,41.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
8.0,0.0,0.0,1.0,0.0,0.0,38.0,5.0,12.0,1.0,10.0,5.0,10.0,0.0,0.0,0
4.0,0.0,0.0,1.0,1.0,0.0,35.0,7.0,8.0,0.0,0.0,6.0,9.0,0.0,0.0,0
12.0,1.0,0.0,1.0,0.0,0.0,27.0,6.0,11.0,4.0,12.25,6.0,16.0,3.0,12.0,0
8.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,10.0,4.0,12.0,6.0,6.0,6.0,12.5,2
9.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,7.0,5.0,12.6,6.0,6.0,5.0,11.8,1
12.0,0.0,0.0,0.0,0.0,0.0,39.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0
4.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,0
12.0,0.0,0.0,0.0,0.0,0.0,37.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0
14.0,0.0,0.0,1.0,0.0,1.0,35.0,16.0,16.0,16.0,12.6875,13.0,13.0,13.0,12.0,2
14.0,0.0,0.0,1.0,0.0,0.0,49.0,13.0,22.0,10.0,10.4,9.0,18.0,6.0,10.666666666666666,2
4.0,0.0,0.0,1.0,0.0,0.0,52.0,15.0,26.0,14.0,10.466666666666669,12.0,16.0,12.0,10.923076923076923,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,10.0,5.0,14.333333333333334,5.0,8.0,5.0,13.0,2
12.0,0.0,0.0,1.0,0.0,1.0,30.0,7.0,7.0,6.0,14.666666666666666,6.0,7.0,6.0,14.333333333333334,2
1.0,1.0,0.0,1.0,0.0,0.0,21.0,7.0,7.0,7.0,12.835714285714284,8.0,8.0,8.0,14.23125,2
1.0,1.0,0.0,1.0,1.0,0.0,20.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0
8.0,1.0,1.0,1.0,1.0,0.0,18.0,5.0,9.0,0.0,0.0,5.0,5.0,0.0,0.0,1
7.0,1.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,18.0,8.0,8.0,8.0,13.24875,8.0,8.0,8.0,13.24875,2
6.0,0.0,0.0,1.0,1.0,0.0,20.0,7.0,10.0,7.0,12.857142857142858,7.0,7.0,4.0,12.75,1
8.0,1.0,0.0,1.0,0.0,0.0,21.0,6.0,12.0,5.0,13.6,6.0,10.0,4.0,14.25,1
1.0,1.0,0.0,1.0,0.0,1.0,22.0,5.0,6.0,3.0,14.0,5.0,8.0,5.0,12.4,2
15.0,1.0,1.0,0.0,0.0,0.0,20.0,6.0,11.0,3.0,12.0,6.0,11.0,2.0,11.0,1
8.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,9.0,6.0,13.166666666666666,6.0,8.0,4.0,14.0,1
8.0,1.0,0.0,1.0,0.0,1.0,19.0,6.0,8.0,6.0,13.625,6.0,7.0,6.0,12.166666666666666,2
8.0,1.0,0.0,1.0,0.0,1.0,18.0,7.0,8.0,7.0,14.85,8.0,9.0,8.0,15.61111111111111,2
1.0,1.0,0.0,1.0,1.0,0.0,21.0,5.0,9.0,4.0,10.75,5.0,6.0,5.0,11.4,2
6.0,0.0,1.0,1.0,0.0,0.0,19.0,7.0,11.0,0.0,0.0,7.0,11.0,2.0,11.666666666666666,1
14.0,0.0,0.0,1.0,0.0,0.0,37.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,45.0,12.0,14.0,12.0,14.0,7.0,12.0,7.0,13.857142857142858,1
12.0,0.0,1.0,0.0,1.0,0.0,38.0,6.0,8.0,0.0,0.0,6.0,10.0,0.0,0.0,0
12.0,1.0,0.0,0.0,1.0,0.0,55.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0
12.0,0.0,1.0,0.0,0.0,0.0,28.0,6.0,17.0,5.0,13.0,6.0,11.0,4.0,11.75,0
4.0,0.0,0.0,1.0,0.0,0.0,46.0,8.0,12.0,8.0,12.375,9.0,11.0,5.0,12.4,2
1.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
12.0,0.0,0.0,1.0,0.0,0.0,46.0,6.0,10.0,5.0,11.4,6.0,9.0,4.0,13.75,0
12.0,0.0,0.0,1.0,0.0,0.0,28.0,5.0,9.0,4.0,11.25,5.0,7.0,4.0,13.0,1
1.0,1.0,1.0,0.0,0.0,0.0,18.0,5.0,7.0,3.0,13.0,5.0,8.0,3.0,12.0,0
7.0,1.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,1.0,1.0,1.0,21.0,6.0,6.0,6.0,13.5,6.0,6.0,6.0,14.166666666666666,2
7.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,11.0,1.0,11.0,6.0,11.0,4.0,11.0,1
14.0,0.0,0.0,1.0,0.0,0.0,34.0,5.0,9.0,0.0,0.0,5.0,10.0,1.0,11.0,0
8.0,1.0,0.0,1.0,0.0,1.0,21.0,6.0,9.0,5.0,12.0,6.0,8.0,5.0,11.2,0
1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,8.0,5.0,13.0,6.0,7.0,6.0,13.0,2
1.0,1.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,8.0,4.0,12.0,5.0,8.0,4.0,12.25,1
8.0,1.0,0.0,1.0,1.0,0.0,21.0,5.0,10.0,5.0,11.166666666666666,5.0,10.0,3.0,10.8,1
8.0,1.0,0.0,1.0,1.0,0.0,19.0,6.0,13.0,2.0,10.5,6.0,11.0,1.0,12.0,0
8.0,1.0,0.0,1.0,1.0,0.0,22.0,6.0,7.0,6.0,12.666666666666666,6.0,6.0,6.0,12.166666666666666,2
15.0,0.0,0.0,1.0,1.0,0.0,23.0,6.0,6.0,1.0,11.0,6.0,8.0,0.0,0.0,0
8.0,1.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,18.0,5.0,6.0,4.0,11.5,5.0,12.0,2.0,10.333333333333334,1
1.0,1.0,1.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,1.0,0.0,1.0,1.0,0.0,19.0,5.0,10.0,2.0,10.5,5.0,5.0,4.0,11.75,1
1.0,0.0,0.0,1.0,1.0,0.0,19.0,5.0,8.0,4.0,12.5,5.0,6.0,4.0,11.0,1
1.0,1.0,0.0,1.0,1.0,0.0,22.0,7.0,9.0,6.0,12.833333333333334,8.0,12.0,6.0,12.5,1
1.0,0.0,0.0,1.0,1.0,1.0,18.0,6.0,7.0,6.0,15.571428571428571,6.0,7.0,6.0,16.142857142857142,2
8.0,1.0,0.0,1.0,1.0,0.0,18.0,6.0,10.0,4.0,12.0,6.0,7.0,5.0,11.8,0
8.0,0.0,1.0,1.0,1.0,0.0,19.0,6.0,6.0,4.0,11.25,6.0,6.0,3.0,11.333333333333334,0
1.0,1.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
8.0,0.0,0.0,1.0,1.0,0.0,21.0,6.0,10.0,6.0,12.285714285714286,6.0,11.0,4.0,14.25,1
1.0,1.0,0.0,1.0,1.0,0.0,18.0,6.0,12.0,5.0,11.0,6.0,11.0,3.0,10.333333333333334,1
15.0,1.0,0.0,1.0,1.0,0.0,19.0,6.0,8.0,6.0,12.142857142857142,6.0,11.0,5.0,13.6,2
12.0,0.0,1.0,0.0,1.0,0.0,27.0,6.0,11.0,2.0,11.5,6.0,7.0,0.0,0.0,0
17.0,1.0,1.0,1.0,1.0,0.0,20.0,12.0,16.0,11.0,12.545454545454543,10.0,12.0,8.0,11.625,1
1.0,1.0,0.0,1.0,1.0,0.0,20.0,6.0,10.0,4.0,13.0,6.0,6.0,6.0,13.0,2
1.0,1.0,0.0,1.0,1.0,0.0,18.0,8.0,9.0,8.0,12.8875,8.0,9.0,8.0,12.8875,2
8.0,1.0,0.0,1.0,1.0,0.0,18.0,6.0,6.0,6.0,12.666666666666666,6.0,7.0,5.0,13.6,1
1.0,1.0,0.0,1.0,1.0,0.0,18.0,6.0,7.0,6.0,12.833333333333334,6.0,7.0,6.0,12.571428571428571,2
1.0,1.0,0.0,1.0,1.0,0.0,18.0,5.0,10.0,3.0,10.666666666666666,5.0,11.0,2.0,12.5,0
7.0,1.0,0.0,1.0,1.0,0.0,18.0,5.0,11.0,5.0,13.0,5.0,7.0,5.0,12.4,1
8.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,11.0,6.0,11.983333333333334,8.0,12.0,8.0,12.28125,2
12.0,1.0,0.0,0.0,0.0,0.0,37.0,5.0,9.0,0.0,0.0,5.0,5.0,0.0,0.0,0
12.0,0.0,0.0,1.0,0.0,1.0,36.0,6.0,6.0,6.0,11.833333333333334,6.0,6.0,6.0,11.5,2
12.0,1.0,0.0,1.0,0.0,0.0,26.0,6.0,21.0,3.0,12.666666666666666,6.0,15.0,2.0,11.0,0
1.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,9.0,4.0,13.75,5.0,8.0,4.0,14.5,2
12.0,1.0,0.0,1.0,0.0,0.0,24.0,6.0,8.0,5.0,11.4,6.0,8.0,5.0,11.8,0
1.0,1.0,0.0,1.0,0.0,1.0,19.0,6.0,8.0,6.0,13.166666666666666,6.0,6.0,6.0,13.0,0
13.0,1.0,0.0,1.0,0.0,1.0,20.0,7.0,10.0,6.0,12.833333333333334,8.0,8.0,5.0,11.8,2
9.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,8.0,6.0,14.125,6.0,10.0,5.0,14.5,2
1.0,1.0,0.0,1.0,0.0,0.0,21.0,5.0,10.0,3.0,11.666666666666666,5.0,5.0,5.0,13.0,2
12.0,0.0,0.0,0.0,0.0,0.0,50.0,7.0,18.0,6.0,10.25,7.0,14.0,4.0,11.25,0
12.0,0.0,0.0,1.0,0.0,0.0,47.0,7.0,16.0,6.0,12.514285714285716,7.0,15.0,4.0,11.75,0
13.0,0.0,0.0,1.0,0.0,0.0,24.0,13.0,17.0,10.0,11.5,13.0,18.0,9.0,10.444444444444445,0
12.0,0.0,0.0,0.0,0.0,0.0,48.0,5.0,5.0,1.0,10.0,5.0,5.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,7.0,6.0,15.714285714285714,6.0,17.0,5.0,12.77777777777778,2
15.0,1.0,0.0,1.0,1.0,0.0,32.0,6.0,9.0,4.0,12.5,7.0,7.0,4.0,11.0,0
1.0,1.0,0.0,0.0,1.0,0.0,20.0,5.0,6.0,3.0,12.0,5.0,5.0,4.0,12.75,0
12.0,0.0,1.0,1.0,1.0,0.0,24.0,5.0,11.0,0.0,0.0,5.0,5.0,0.0,0.0,0
12.0,0.0,0.0,1.0,1.0,0.0,53.0,5.0,9.0,4.0,12.25,5.0,8.0,4.0,11.75,2
12.0,0.0,1.0,0.0,1.0,0.0,42.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0
12.0,1.0,0.0,1.0,1.0,0.0,52.0,5.0,5.0,5.0,13.6,5.0,5.0,5.0,14.2,2
14.0,0.0,0.0,1.0,1.0,0.0,54.0,13.0,14.0,13.0,13.307692307692308,11.0,12.0,11.0,12.818181818181818,1
12.0,0.0,0.0,1.0,1.0,0.0,49.0,5.0,6.0,5.0,12.2,5.0,9.0,5.0,11.8,2
8.0,0.0,0.0,1.0,1.0,1.0,18.0,6.0,7.0,6.0,12.285714285714286,6.0,7.0,6.0,13.333333333333334,2
12.0,1.0,0.0,1.0,1.0,0.0,37.0,5.0,12.0,3.0,12.0,5.0,8.0,4.0,13.0,2
1.0,0.0,0.0,1.0,1.0,1.0,21.0,7.0,9.0,6.0,13.342857142857143,8.0,10.0,7.0,11.65,2
12.0,0.0,1.0,1.0,1.0,0.0,26.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,20.0,12.0,12.0,11.0,14.272727272727272,12.0,12.0,11.0,14.818181818181818,2
1.0,1.0,0.0,1.0,0.0,1.0,19.0,7.0,9.0,7.0,12.1375,8.0,9.0,8.0,12.91111111111111,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,6.0,14.166666666666666,6.0,7.0,6.0,14.857142857142858,2
8.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,7.0,7.0,13.528571428571428,8.0,9.0,8.0,14.655555555555557,2
8.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,8.0,5.0,12.0,6.0,8.0,6.0,11.0,2
8.0,1.0,0.0,1.0,0.0,0.0,20.0,5.0,5.0,5.0,11.4,6.0,11.0,1.0,11.0,0
1.0,1.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,22.0,12.0,12.0,12.0,12.916666666666666,11.0,16.0,11.0,14.5,2
14.0,0.0,0.0,1.0,0.0,1.0,18.0,7.0,8.0,7.0,13.6375,8.0,8.0,8.0,14.3875,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,10.0,7.0,12.9,8.0,15.0,7.0,12.142857142857142,0
1.0,1.0,0.0,1.0,0.0,1.0,19.0,8.0,8.0,7.0,14.36,8.0,8.0,7.0,14.36,2
1.0,0.0,0.0,1.0,0.0,0.0,19.0,8.0,8.0,7.0,14.514285714285714,8.0,8.0,7.0,14.514285714285714,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,8.0,8.0,7.0,14.7,8.0,8.0,7.0,14.7,2
4.0,0.0,0.0,1.0,0.0,0.0,27.0,5.0,5.0,5.0,15.2,5.0,6.0,5.0,14.0,1
1.0,1.0,0.0,1.0,0.0,1.0,20.0,7.0,7.0,7.0,13.0,8.0,8.0,8.0,15.0625,2
1.0,1.0,0.0,1.0,0.0,0.0,20.0,6.0,6.0,6.0,13.5,6.0,6.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,20.0,5.0,11.0,5.0,12.333333333333334,5.0,7.0,5.0,12.6,2
1.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,6.0,5.0,13.4,5.0,6.0,5.0,13.0,2
1.0,0.0,0.0,1.0,0.0,0.0,20.0,5.0,7.0,4.0,11.75,5.0,9.0,2.0,10.5,1
14.0,1.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17.0,1.0,0.0,1.0,0.0,0.0,27.0,12.0,17.0,11.0,14.727272727272728,9.0,10.0,7.0,14.142857142857142,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,6.0,16.571428571428573,6.0,6.0,6.0,15.666666666666666,2
1.0,0.0,0.0,1.0,0.0,0.0,18.0,7.0,10.0,7.0,15.145,8.0,8.0,8.0,15.7425,2
8.0,0.0,0.0,1.0,0.0,1.0,18.0,7.0,7.0,7.0,13.44285714285714,8.0,8.0,8.0,15.075,2
1.0,0.0,0.0,1.0,0.0,0.0,20.0,5.0,8.0,5.0,14.166666666666666,5.0,6.0,4.0,11.75,2
1.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,7.0,6.0,14.0,6.0,7.0,5.0,15.0,1
8.0,0.0,0.0,1.0,0.0,1.0,20.0,6.0,9.0,6.0,11.333333333333334,6.0,6.0,6.0,12.333333333333334,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,8.0,8.0,8.0,13.76125,8.0,8.0,8.0,13.76125,2
15.0,0.0,1.0,0.0,0.0,0.0,22.0,7.0,9.0,5.0,11.6,9.0,9.0,5.0,10.0,0
8.0,0.0,1.0,1.0,0.0,1.0,22.0,6.0,7.0,4.0,12.75,6.0,8.0,5.0,13.0,2
12.0,0.0,0.0,1.0,0.0,0.0,25.0,5.0,12.0,4.0,12.5,5.0,10.0,4.0,11.0,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,13.0,6.0,15.307692307692308,6.0,9.0,6.0,14.0,2
15.0,1.0,0.0,0.0,0.0,0.0,21.0,6.0,12.0,5.0,13.285714285714286,6.0,10.0,4.0,12.0,0
12.0,1.0,0.0,1.0,0.0,0.0,27.0,7.0,7.0,7.0,14.757142857142856,8.0,9.0,8.0,14.077777777777778,2
8.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,7.0,6.0,12.766666666666666,7.0,7.0,6.0,12.766666666666666,2
8.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,5.0,5.0,10.4,6.0,13.0,0.0,0.0,0
8.0,1.0,0.0,1.0,1.0,0.0,19.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0
12.0,0.0,0.0,1.0,1.0,1.0,35.0,5.0,10.0,4.0,10.5,5.0,6.0,5.0,12.6,2
8.0,0.0,0.0,1.0,1.0,0.0,23.0,5.0,6.0,4.0,14.25,5.0,6.0,5.0,13.4,2
12.0,0.0,0.0,1.0,1.0,0.0,28.0,7.0,11.0,3.0,11.916666666666666,7.0,17.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,19.0,5.0,10.0,3.0,10.666666666666666,5.0,9.0,2.0,14.0,1
1.0,0.0,0.0,1.0,1.0,0.0,19.0,6.0,11.0,4.0,12.25,6.0,10.0,3.0,12.666666666666666,1
1.0,1.0,1.0,1.0,1.0,0.0,20.0,5.0,5.0,4.0,12.0,5.0,6.0,5.0,11.6,0
1.0,1.0,0.0,1.0,1.0,0.0,21.0,5.0,7.0,3.0,11.0,5.0,5.0,4.0,12.75,0
8.0,1.0,0.0,1.0,1.0,0.0,18.0,6.0,6.0,6.0,14.166666666666666,6.0,8.0,5.0,13.0,2
1.0,1.0,0.0,1.0,1.0,0.0,22.0,6.0,6.0,6.0,14.666666666666666,6.0,6.0,6.0,15.0,2
8.0,1.0,0.0,1.0,1.0,0.0,21.0,5.0,11.0,0.0,0.0,5.0,10.0,5.0,12.285714285714286,2
4.0,0.0,1.0,0.0,1.0,0.0,38.0,7.0,8.0,3.0,12.666666666666666,5.0,5.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14.0,1.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,0.0,0.0,1.0,1.0,0.0,24.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
9.0,1.0,0.0,0.0,1.0,0.0,19.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,1.0,19.0,7.0,7.0,7.0,13.7,8.0,9.0,8.0,14.022222222222222,2
1.0,0.0,0.0,1.0,1.0,0.0,19.0,5.0,7.0,5.0,11.8,5.0,8.0,4.0,12.4,1
12.0,0.0,0.0,1.0,1.0,0.0,31.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
8.0,1.0,0.0,1.0,1.0,1.0,19.0,6.0,6.0,6.0,13.333333333333334,6.0,7.0,6.0,13.285714285714286,2
8.0,1.0,0.0,1.0,1.0,0.0,22.0,6.0,7.0,5.0,11.4,6.0,6.0,6.0,12.166666666666666,2
12.0,0.0,0.0,1.0,1.0,0.0,25.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,18.0,7.0,7.0,7.0,16.142857142857142,8.0,9.0,0.0,0.0,0
4.0,1.0,0.0,1.0,1.0,0.0,30.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0
1.0,0.0,0.0,1.0,1.0,1.0,18.0,8.0,8.0,8.0,15.63375,8.0,8.0,8.0,15.63375,2
1.0,1.0,0.0,1.0,1.0,0.0,18.0,6.0,6.0,6.0,13.666666666666666,6.0,6.0,6.0,14.5,2
8.0,0.0,0.0,1.0,1.0,0.0,18.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,18.0,6.0,8.0,6.0,12.5,6.0,7.0,6.0,11.5,2
12.0,0.0,0.0,1.0,1.0,1.0,25.0,6.0,8.0,6.0,12.285714285714286,6.0,6.0,6.0,13.0,2
1.0,0.0,0.0,1.0,1.0,0.0,18.0,5.0,10.0,2.0,14.0,5.0,7.0,3.0,11.0,1
1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,1.0,0.0,19.0,5.0,5.0,4.0,10.75,5.0,6.0,4.0,12.25,1
12.0,0.0,0.0,1.0,1.0,0.0,25.0,7.0,14.0,4.0,12.95,7.0,11.0,4.0,13.125,0
1.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,7.0,6.0,12.45,7.0,7.0,6.0,12.45,2
15.0,0.0,0.0,1.0,0.0,0.0,31.0,6.0,12.0,4.0,12.25,7.0,9.0,7.0,12.0,1
1.0,1.0,0.0,1.0,0.0,1.0,20.0,8.0,8.0,8.0,13.38125,8.0,8.0,8.0,13.38125,2
13.0,1.0,0.0,0.0,0.0,0.0,33.0,7.0,10.0,5.0,12.16,6.0,7.0,5.0,11.34,0
15.0,0.0,1.0,0.0,0.0,0.0,24.0,6.0,11.0,4.0,12.5,6.0,18.0,2.0,11.5,1
8.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,8.0,6.0,12.75,6.0,10.0,6.0,12.166666666666666,2
8.0,1.0,0.0,1.0,0.0,0.0,19.0,8.0,8.0,8.0,13.3425,8.0,8.0,8.0,13.3425,2
1.0,1.0,0.0,1.0,0.0,1.0,20.0,7.0,10.0,7.0,14.175,8.0,14.0,6.0,13.03125,2
12.0,0.0,0.0,1.0,1.0,1.0,33.0,8.0,16.0,1.0,10.0,8.0,16.0,1.0,10.0,1
